Genetic ID,Master ID,Skeletal code,Skeletal element,"Year data from this individual was first published [for a present-day individuals we give the data of the data reported here; missing GreenScience 2010 (Vi33.15, Vi33.26), Olalde2018 (I2657), RasmussenNature2010 (Australian)]",Publication,"Method for Determining Date; unless otherwise specified, calibrations use 95.4% intervals from OxCal v4.4.2 Bronk Ramsey (2009); r5; Atmospheric data from Reimer et al (2020)","Date mean in BP in years before 1950 CE [OxCal mu for a direct radiocarbon date, and average of range for a contextual date]","Date standard deviation in BP [OxCal sigma for a direct radiocarbon date, and standard deviation of the uniform distribution between the two bounds for a contextual date]","Full Date One of two formats. (Format 1) 95.4% CI calibrated radiocarbon age (Conventional Radiocarbon Age BP, Lab number) e.g. 2624-2350 calBCE (3990±40 BP, Ua-35016). (Format 2) Archaeological context range, e.g. 2500-1700 BCE",Age at Death from physical anthropology,Group ID,Locality,Political Entity,Lat.,Long.,Pulldown Strategy,Data source,No. Libraries,1240k coverage (taken from original pulldown where possible),SNPs hit on autosomal targets (Computed using easystats on 1240k snpset),SNPs hit on autosomal targets (Computed using easystats on HO snpset),Molecular Sex,Family ID and position within family,Y haplogroup (manual curation in terminal mutation format),Y haplogroup (manual curation in ISOGG format),mtDNA coverage (merged data),mtDNA haplogroup if >2x or published,mtDNA match to consensus if >2x (merged data),Damage rate in first nucleotide on sequences overlapping 1240k targets (merged data),Sex ratio [Y/(Y+X) counts] (merged data),"Library type (minus=no.damage.correction, half=damage.retained.at.last.position, plus=damage.fully.corrected, ds=double.stranded.library.preparation, ss=single.stranded.library.preparation)",Libraries,ASSESSMENT,"ASSESSMENT WARNINGS (Xcontam interval is listed if lower bound is >0.005, ""QUESTIONABLE"" if lower bound is 0.01-0.02, ""QUESTIONABLE_CRITICAL"" or ""FAIL"" if lower bound is >0.02) (mtcontam confidence interval is listed if coverage >2 and upper bound is <0."
I14176,I14176,"1164 (34200, 100, 61-3-100 e)",petrous,2021,PapacScienceAdvances2021,Context: 2d to 3d relationship with Dated I17189,5550,58,3700-3500 BCE,..,Czech_C_Baalberge,Makotrasy,Czech Republic,50.145766,14.221421,Repulldown on 3.2M snpset,1240K,1,3.249323,764169,422334,M,"Czech Republic, Makotrasy Family A (2 members) (I7189-I14176 have a 2d or 3d relationship)",..,..,584,K1a4a1,"[0.987,0.997]",0.081,0.42,ds.half,S14176.Y1.E1.L1,PASS,..
I16121,I16121,"2378 (Hrob 4, 38346/d, K 113 H; Sonda 27, Prikop II)",petrous (CBD),2021,PapacScienceAdvances2021,"Context: Date(s) from same site (I7186, I7187, I7188, I7189, I7191, I7192, I7193, I7194, MA1)",5850,231,4300-3500 BCE,..,Czech_C_Baalberge,Makotrasy,Czech Republic,50.145766,14.221421,Repulldown on 3.2M snpset,1240K,1,1.00368,573438,308385,F,n/a (no relatives detected),n/a (female),n/a (female),128.8,T2c1d1,"[0.977,0.992]",0.1,0.012,ss.half,S16121.Y1.E1.L1,PASS,..
I16122,I16122,"2379 (Hrob 6, 38346/f, 116; sonda 27; prikop II LK)",petrous (CBD),2021,PapacScienceAdvances2021,"Context: Date(s) from same site (I7186, I7187, I7188, I7189, I7191, I7192, I7193, I7194, MA1)",5850,231,4300-3500 BCE,..,Czech_C_Baalberge,Makotrasy,Czech Republic,50.145766,14.221421,Repulldown on 3.2M snpset,1240K,1,0.797999,520638,278726,F,n/a (no relatives detected),n/a (female),n/a (female),129.8,V,"[0.968,0.994]",0.114,0.012,ss.half,S16122.Y1.E1.L1,PASS,..
I6677,I6677,BILI_4,petrous (CBD),2019,NarasimhanPattersonScience2019,Context: Archaeological - Period,5550,115,3800-3400 BCE,..,Czech_C_Baalberge,Bilina,Czech Republic,50.548056,13.776111,Repulldown on 3.2M snpset,1240K,1,3.488173,854313,462040,M,n/a (no relatives detected),..,..,152,T2b,"[0.986,0.993]",0.098,0.416,ds.half,S6677.E1.L1,PASS,..
I7186,I7186,MKTY_20,petrous,2021,PapacScienceAdvances2021,Direct: IntCal20,5713,63,"3933-3655 calBCE (4990±25 BP, PSUAMS-4231)",..,Czech_C_Baalberge,Makotrasy,Czech Republic,50.145766,14.221421,Repulldown on 3.2M snpset,1240K,1,4.047724,867308,472807,F,n/a (no relatives detected),n/a (female),n/a (female),310,T2c1d1,"[0.996,0.999]",0.079,0.015,ds.half,S7186.E1.L1,PASS,..
I7187,I7187,MKTY_51,petrous,2021,PapacScienceAdvances2021,Direct: IntCal20,6044,74,"4227-3986 calBCE (5260±20 BP, PSUAMS-4404)",..,Czech_C_Baalberge,Makotrasy,Czech Republic,50.145766,14.221421,Repulldown on 3.2M snpset,1240K,1,3.966766,854371,465804,M,n/a (no relatives detected),..,..,346,T2c1d+152,"[0.998,1.000]",0.088,0.421,ds.half,S7187.E1.L1,PASS,..
I7188,I7188,MKTY_86,petrous,2021,PapacScienceAdvances2021,Direct: IntCal20,5610,24,"3705-3635 calBCE (4880±20 BP, PSUAMS-4232)",..,Czech_C_Baalberge,Makotrasy,Czech Republic,50.145766,14.221421,Repulldown on 3.2M snpset,1240K,1,4.125105,864313,470493,F,n/a (no relatives detected),n/a (female),n/a (female),347,N1a1a,"[0.991,0.998]",0.104,0.015,ds.half,S7188.E1.L1,PASS,..
I7189,I7189,MKTY_96/1,petrous,2021,PapacScienceAdvances2021,Direct: IntCal20,5526,40,"3634-3522 calBCE (4765±20 BP, PSUAMS-4233)",..,Czech_C_Baalberge,Makotrasy,Czech Republic,50.145766,14.221421,Repulldown on 3.2M snpset,1240K,1,4.119969,855752,466240,F,"Czech Republic, Makotrasy Family A (2 members) (I7189-I14176 have a 2d or 3d relationship)",n/a (female),n/a (female),268,W5,"[0.990,0.997]",0.074,0.015,ds.half,S7189.E1.L1,PASS,..
I7191,I7191,MKTY_96/2,petrous,2021,PapacScienceAdvances2021,Direct: IntCal20,5657,39,"3774-3650 calBCE (4945±25 BP, PSUAMS-3997)",..,Czech_C_Baalberge,Makotrasy,Czech Republic,50.145766,14.221421,Repulldown on 3.2M snpset,1240K,1,4.324923,876046,476119,F,n/a (no relatives detected),n/a (female),n/a (female),326,U5b3,"[0.985,0.994]",0.071,0.014,ds.half,S7191.E1.L1,PASS,extraction.negative.flag
I7192,I7192,MKTY_96/3,petrous,2021,PapacScienceAdvances2021,Direct: IntCal20,5552,45,"3654-3530 calBCE (4840±25 BP, PSUAMS-3879)",..,Czech_C_Baalberge,Makotrasy,Czech Republic,50.145766,14.221421,Repulldown on 3.2M snpset,1240K,1,4.120722,866736,471577,M,n/a (no relatives detected),..,..,268,J1c1,"[0.995,1.000]",0.1,0.418,ds.half,S7192.E1.L1,PASS,extraction.negative.flag
I7194,I7194,MKTY_hrob 2-1,petrous,2021,PapacScienceAdvances2021,Direct: IntCal20,5527,37,"3633-3524 calBCE (4770±20 BP, PSUAMS-4235)",..,Czech_C_Baalberge,Makotrasy,Czech Republic,50.145766,14.221421,Repulldown on 3.2M snpset,1240K,1,4.025127,858047,467541,F,n/a (no relatives detected),n/a (female),n/a (female),415,K1a3a,"[0.986,0.994]",0.071,0.015,ds.half,S7194.E1.L1,PASS,extraction.negative.flag
I7193,I7193,MKTY_120,petrous,2021,PapacScienceAdvances2021,Direct: IntCal20,5621,27,"3710-3635 calBCE (4890±25 BP, PSUAMS-4234)",..,Czech_C_Baalberge_o1,Makotrasy,Czech Republic,50.145766,14.221421,Repulldown on 3.2M snpset,1240K,1,3.821494,842514,458745,F,n/a (no relatives detected),n/a (female),n/a (female),348,R1b1,"[0.995,1.000]",0.094,0.014,ds.half,S7193.E1.L1,PASS,extraction.negative.flag
I14168,I14168,"1156 (115, 34201)",petrous,2021,PapacScienceAdvances2021,"Context: Date(s) from same site (I7186, I7187, I7188, I7189, I7191, I7192, I7193, I7194, MA1)",5850,231,4300-3500 BCE,..,Czech_C_Baalberge_o2,Makotrasy,Czech Republic,50.145766,14.221421,Repulldown on 3.2M snpset,1240K,1,2.621408,726025,400063,F,n/a (no relatives detected),n/a (female),n/a (female),597.5,U5b2b3a,"[0.984,0.998]",0.099,0.009,ds.half,S14168.Y1.E1.L1,PASS,..
I13467,I13467,"770 (10, 38757)",petrous,2021,PattersonNature2021,Direct: IntCal20,4289,66,"2457-2209 calBCE (3860±25 BP, PSUAMS-10090)",..,Czech_CordedWare,"Central Bohemia, Prague 5, Prague-Stodůlky (Malá Ohrada site)",Czech Republic,50.044984,14.339296,Repulldown on 3.2M snpset,1240K,1,4.311281,847115,468087,M,OHR001-I13467 are duplicates,..,..,292.6,H+16291,"[0.974,0.997]",0.087,0.405,ds.half,S13467.Y1.E1.L1,PASS,..
I6695,I6695,BILI_139,petrous (CBD),2019,NarasimhanPattersonScience2019,Context: Archaeological - Period,4575,159,2900-2350 BCE,..,Czech_CordedWare,Bilina,Czech Republic,50.548056,13.776111,Repulldown on 3.2M snpset,1240K,1,3.718326,817438,446875,F,n/a (no relatives detected),n/a (female),n/a (female),188,H2a3,"[0.989,0.999]",0.068,0.014,ds.half,S6695.E1.L1,PASS,..
I6696,I6696,VEZE_27,petrous (CBD),2019,NarasimhanPattersonScience2019,Context: Archaeological - Period,4575,159,2900-2350 BCE,..,Czech_CordedWare,Velké Žernoseky,Czech Republic,50.542896,14.065942,Repulldown on 3.2M snpset,1240K,1,3.161274,832015,453453,M,n/a (no relatives detected),..,..,187,H2a1,"[0.985,0.995]",0.077,0.417,ds.half,S6696.E1.L1,PASS,..
I7207,I7207,RDVS_04/81,petrous,2019,NarasimhanPattersonScience2019,Direct: IntCal20,4370,55,"2561-2306 calBCE (3935±25 BP, PSUAMS-3887)",..,Czech_CordedWare,Radosevice,Czech Republic,50.410265,14.074597,Repulldown on 3.2M snpset,1240K,1,1.863154,772970,418029,M,n/a (no relatives detected),..,..,101,W3a1,"[0.984,0.993]",0.119,0.42,ds.half,S7207.E1.L1,PASS,..
I7208,I7208,RDVS_40/78,petrous,2019,NarasimhanPattersonScience2019,Direct: IntCal20,4324,55,"2464-2290 calBCE (3885±25 BP, PSUAMS-3888)",..,Czech_CordedWare,Radosevice,Czech Republic,50.410265,14.074597,Repulldown on 3.2M snpset,1240K,1,1.96227,793798,428359,M,n/a (no relatives detected),..,..,194,U5a1b,"[0.996,1.000]",0.135,0.419,ds.half,S7208.E1.L1,PASS,..
I7209,I7209,RDVS_5/79,petrous,2019,NarasimhanPattersonScience2019,Direct: IntCal20,4269,68,"2456-2204 calBCE (3850±25 BP, PSUAMS-4026)",..,Czech_CordedWare,Radosevice,Czech Republic,50.410265,14.074597,Repulldown on 3.2M snpset,1240K,1,4.120915,850535,464875,M,n/a (no relatives detected),..,..,288,J1c2,"[0.996,1.000]",0.102,0.42,ds.half,S7209.E1.L1,PASS,..
I11158,I11158,"2 (Gr. 86 K, inv. 16083)",petrous,2021,PattersonNature2021,Context: Date on a 1d relative from same site I7198,4025,101,2250-1900 BCE,..,Czech_EBA_son.I14193_son.I7198,"Central Bohemia, Prague 5, Prague-Jinonice (Holmanʼs Garden Centre)",Czech Republic,50.054385,14.363387,Repulldown on 3.2M snpset,1240K,1,2.640324,689584,369968,M,"Czech Republic, Prague 5, Jinonice Family A (4 members) (I14193-I7198-I11158 have a father-mother-son relationship; I15825 has a 2d or 3d relationship to I14193-I11158 in the nuclear family [father-son])",..,..,..,U5b2c,"[0.98,0.989]",0.089,0.434,ds.half,S11158.Y1.E1.L1,PASS,..
I4139,I4139,"RISE577 (F0565, gr. 238)",tooth,2015,OlaldeNature2018 (known there as I5035),Context: Archaeological - Period,4150,173,2500-1900 BCE,..,Czech_EBA_Starounetice,Velké Přílepy,Czech Republic,50.166667,14.316667,Repulldown on 3.2M snpset,1240K,1,2.78,692442,378198,F,n/a (no relatives detected),n/a (female),n/a (female),278,T2b,"[0.996,1.000]",0.081,0.013,ds.half,S5035.E1.L1,PASS,..
I11159,I11159,"5 (Gr. 87, inv. 16084)",petrous,2021,PattersonNature2021,Context: Archaeological - Period,4100,202,2200-1600 BCE,..,Czech_EBA_Unetice,"Central Bohemia, Prague 5, Prague-Jinonice (Holmanʼs Garden Centre)",Czech Republic,50.054385,14.363387,Repulldown on 3.2M snpset,1240K,1,3.164372,736416,398126,F,n/a (no relatives detected),n/a (female),n/a (female),..,U5a1a2a,"[0.991,0.998]",0.107,0.017,ds.half,S11159.Y1.E1.L1,PASS,..
I13468,I13468,"771 (40, 38783/e)",petrous,2021,PattersonNature2021,"Context: Date(s) from same site (I13469, I13467)",3950,87,2150-1850 BCE,..,Czech_EBA_Unetice,"Central Bohemia, Prague 5, Prague-Stodůlky (Malá Ohrada site)",Czech Republic,50.044984,14.339296,Repulldown on 3.2M snpset,1240K,1,3.754801,815437,451950,M,n/a (no relatives detected),..,..,379.8,U5a1b1,"[0.989,1.000]",0.128,0.405,ds.half,S13468.Y1.E1.L1,PASS,..
I13469,I13469,"772 (18, 38763)",petrous,2021,PattersonNature2021,Direct: IntCal20,3945,48,"2127-1900 calBCE (3630±25 BP, PSUAMS-10015)",..,Czech_EBA_Unetice,"Central Bohemia, Prague 5, Prague-Stodůlky (Malá Ohrada site)",Czech Republic,50.044984,14.339296,Repulldown on 3.2M snpset,1240K,1,3.908176,804958,446127,M,n/a (no relatives detected),..,..,344.8,J1c15,"[0.994,1.000]",0.117,0.417,ds.half,S13469.Y1.E1.L1,PASS,..
I13470,I13470,"773 (23, 38768)",petrous,2021,PattersonNature2021,Direct: IntCal20,3943,42,"2122-1926 calBCE (3630±20 BP, PSUAMS-10091)",..,Czech_EBA_Unetice,"Central Bohemia, Prague 5, Prague-Stodůlky (Malá Ohrada site)",Czech Republic,50.044984,14.339296,Repulldown on 3.2M snpset,1240K,1,3.96197,833069,458242,F,"Czech Republic, Prague 5 - Mala Ohrada Family B (3 members) (I13470-I15646 have a mother-son relationship; I15646-I15643 have a 2d or 3d relationship)",n/a (female),n/a (female),382.9,H,"[0.989,1.000]",0.097,0.008,ds.half,S13470.Y1.E1.L1,PASS,..
I13471,I13471,"774 (19, 38764)",petrous,2021,PattersonNature2021,"Context: Date(s) from same site (I13469, I13467)",3950,87,2150-1850 BCE,..,Czech_EBA_Unetice,"Central Bohemia, Prague 5, Prague-Stodůlky (Malá Ohrada site)",Czech Republic,50.044984,14.339296,Repulldown on 3.2M snpset,1240K,1,3.978208,829440,457328,M,n/a (no relatives detected),..,..,556.9,V,"[0.991,1.000]",0.102,0.413,ds.half,S13471.Y1.E1.L1,PASS,..
I14185,I14185,"1176 (2, 16051, sacek 33, prirust c. P7p-4/95)",petrous,2021,PattersonNature2021,Context: Archaeological - Period,3850,173,2200-1600 BCE,..,Czech_EBA_Unetice,"Central Bohemia, Prague 5, Prague-Jinonice (Holmanʼs Garden Centre)",Czech Republic,50.054385,14.363387,Repulldown on 3.2M snpset,1240K,1,2.301806,744274,410294,M,"Czech Republic, Prague 5, Jinonice Family B (2 members) (I11160-I14185 have a siblings relationship [brothers])",..,..,629.3,K1c1,"[0.981,0.995]",0.135,0.403,ds.half,S14185.Y1.E1.L1,PASS,..
I14186,I14186,"1177 (31, 16058, sc. 389, prirust c. P7p-4/94)",petrous,2021,PattersonNature2021,Context: Archaeological - Period,3850,173,2200-1600 BCE,..,Czech_EBA_Unetice,"Central Bohemia, Prague 5, Prague-Jinonice (Holmanʼs Garden Centre)",Czech Republic,50.054385,14.363387,Repulldown on 3.2M snpset,1240K,1,1.017066,584426,321934,F,n/a (no relatives detected),n/a (female),n/a (female),387.7,W3a1a,"[0.988,0.998]",0.107,0.016,ds.half,S14186.Y1.E1.L1,PASS,..
I14189,I14189,"1180 (52, 16060, s. 478, prirust c. P7p-4/95)",petrous,2021,PattersonNature2021,Context: Archaeological - Period,3850,173,2200-1600 BCE,..,Czech_EBA_Unetice,"Central Bohemia, Prague 5, Prague-Jinonice (Holmanʼs Garden Centre)",Czech Republic,50.054385,14.363387,Repulldown on 3.2M snpset,1240K,1,2.67576,755024,414594,M,n/a (no relatives detected),..,..,587,K1a4,"[0.986,0.997]",0.111,0.409,ds.half,S14189.Y1.E1.L1,PASS,..
I14191,I14191,"1182 (28 D, 16053, sacek 380, prirust c. P7p-4/94)",petrous,2021,PattersonNature2021,"Context: Archaeological - Period (Ignore IntCal20 date of 4682-4495 calBCE (5735±30 BP, PSUAMS-9772) as this individual has Steppe ancestry; redating)",3850,173,2200-1600 BCE,..,Czech_EBA_Unetice,"Central Bohemia, Prague 5, Prague-Jinonice (Holmanʼs Garden Centre)",Czech Republic,50.054385,14.363387,Repulldown on 3.2M snpset,1240K,1,1.933022,706258,389883,M,n/a (no relatives detected),..,..,504,R1b1,"[0.990,0.999]",0.096,0.407,ds.half,S14191.Y1.E1.L1,PASS,..
I14192,I14192,"1183 (69 A, 16067, s. 628/9; prirust c. P7p-4/95)",petrous,2021,PattersonNature2021,Context: Archaeological - Period,3850,173,2200-1600 BCE,..,Czech_EBA_Unetice,"Central Bohemia, Prague 5, Prague-Jinonice (Holmanʼs Garden Centre)",Czech Republic,50.054385,14.363387,Repulldown on 3.2M snpset,1240K,1,1.32244,658820,363748,M,n/a (no relatives detected),..,..,352.7,H1j2a,"[0.987,0.999]",0.107,0.408,ds.half,S14192.Y1.E1.L1,PASS,..
I14193,I14193,"1184 (83, 16076, s. 725)",petrous,2021,PattersonNature2021,Context: Archaeological - Period,3850,173,2200-1600 BCE,..,Czech_EBA_Unetice,"Central Bohemia, Prague 5, Prague-Jinonice (Holmanʼs Garden Centre)",Czech Republic,50.054385,14.363387,Repulldown on 3.2M snpset,1240K,1,3.555481,790315,435960,M,"Czech Republic, Prague 5, Jinonice Family A (4 members) (I14193-I7198-I11158 have a father-mother-son relationship; I15825 has a 2d or 3d relationship to I14193-I11158 in the nuclear family [father-son])",..,..,508.9,T2e,"[0.989,0.999]",0.099,0.411,ds.half,S14193.Y1.E1.L1,PASS,..
I14585,I14585,"1185 (28 B, 16054, sacek 378, prirust c. P7p-4/95 (possible confusion with 1186))",petrous,2021,PattersonNature2021,Context: Archaeological - Period,3850,173,2200-1600 BCE,..,Czech_EBA_Unetice,"Central Bohemia, Prague 5, Prague-Jinonice (Holmanʼs Garden Centre)",Czech Republic,50.054385,14.363387,Repulldown on 3.2M snpset,1240K,1,3.361343,740305,410310,F,"Czech Republic, Prague 5, Jinonice Family E (2 members) (I14188-I14585 have a sibling relationship)",n/a (female),n/a (female),933.1,K1a1b2a,"[0.995,1.000]",0.124,0.011,ds.half,S14585.Y1.E1.L1,PASS,..
I15642,I15642,"1760 (13, 38760)",petrous,2021,PattersonNature2021,"Context: Date(s) from same site (I13469, I13467)",3950,87,2150-1850 BCE,..,Czech_EBA_Unetice,"Central Bohemia, Prague 5, Prague-Stodůlky (Malá Ohrada site)",Czech Republic,50.044984,14.339296,Repulldown on 3.2M snpset,1240K,1,0.421349,360161,191945,F,"Czech Republic, Prague 5 - Mala Ohrada Family A (2 members) (I7960-I15642 have a 2d or 3d relationship)",n/a (female),n/a (female),60.84,HV0a,"[0.968,0.993]",0.142,0.008,ss.half,S15642.Y1.E1.L1,PASS,..
I15643,I15643,"1761 (5, 38752)",petrous,2021,PattersonNature2021,"Context: Date(s) from same site (I13469, I13467)",3950,87,2150-1850 BCE,..,Czech_EBA_Unetice,"Central Bohemia, Prague 5, Prague-Stodůlky (Malá Ohrada site)",Czech Republic,50.044984,14.339296,Repulldown on 3.2M snpset,1240K,1,1.642454,678603,365560,M,"Czech Republic, Prague 5 - Mala Ohrada Family B (3 members) (I13470-I15646 have a mother-son relationship; I15646-I15643 have a 2d or 3d relationship)",..,..,192,U4d1,"[0.980,0.997]",0.124,0.395,ss.half,S15643.Y1.E1.L1,PASS,..
I15644,I15644,"1762 (4, 38751)",petrous,2021,PattersonNature2021,"Context: Date(s) from same site (I13469, I13467)",3950,87,2150-1850 BCE,..,Czech_EBA_Unetice,"Central Bohemia, Prague 5, Prague-Stodůlky (Malá Ohrada site)",Czech Republic,50.044984,14.339296,Repulldown on 3.2M snpset,1240K,1,2.169089,724721,391992,F,n/a (no relatives detected),n/a (female),n/a (female),313.9,H+152,"[0.973,0.993]",0.105,0.007,ss.half,S15644.Y1.E1.L1,PASS,..
I15824,I15824,"1652 (75, 16072, s. 639; prirust c. P7p-4/95)",petrous,2021,PattersonNature2021,Context: Date on a relative from same site I7202,3900,144,2200-1700 BCE,..,Czech_EBA_Unetice,"Central Bohemia, Prague 5, Prague-Jinonice (Holmanʼs Garden Centre)",Czech Republic,50.054385,14.363387,Repulldown on 3.2M snpset,1240K,1,2.440263,713672,385523,F,"Czech Republic, Prague 5, Jinonice Family C (2 members) (I7202-I15824 have a 2d or 3d relationship)",n/a (female),n/a (female),243.1,J2b1a,"[0.982,0.997]",0.084,0.01,ss.half,S15824.Y1.E1.L1,PASS,damage.ss.half=0.084
I15825,I15825,"1653 (32, 16059, sac. 374; prirust c. P7p-4/95)",petrous,2021,PattersonNature2021,Context: Archaeological - Period,3850,173,2200-1600 BCE,..,Czech_EBA_Unetice,"Central Bohemia, Prague 5, Prague-Jinonice (Holmanʼs Garden Centre)",Czech Republic,50.054385,14.363387,Repulldown on 3.2M snpset,1240K,1,0.697551,496010,264892,F,"Czech Republic, Prague 5, Jinonice Family A (4 members) (I14193-I7198-I11158 have a father-mother-son relationship; I15825 has a 2d or 3d relationship to I14193-I11158 in the nuclear family [father-son])",n/a (female),n/a (female),227.7,J1c2,"[0.962,0.987]",0.072,0.01,ss.half,S15825.Y1.E1.L1,PASS,damage.ss.half=0.072
I16109,I16109,"2337 (20, 38765/A)",petrous,2021,PattersonNature2021,"Context: Date(s) from same site (I13469, I13467)",3950,87,2150-1850 BCE,..,Czech_EBA_Unetice,"Central Bohemia, Prague 5, Prague-Stodůlky (Malá Ohrada site)",Czech Republic,50.044984,14.339296,Repulldown on 3.2M snpset,1240K,1,1.285004,585828,316246,M,n/a (no relatives detected),..,..,228.7,K1a1b2b,"[0.992,0.999]",0.089,0.429,ss.half,S16109.Y1.E1.L1,PASS,damage.ss.half=0.089
I4130,I4130,"RISE586 (F0597, gr. 6)",tooth,2015,OlaldeNature2018 (known there as I5044),Context: Archaeological - Period,4250,289,2800-1800 BCE,..,Czech_EBA_Unetice,Moravská Nová Ves,Czech Republic,48.801944,17.023333,Repulldown on 3.2M snpset,1240K,1,0.232,221728,118335,F,n/a (no relatives detected),n/a (female),n/a (female),194,K1b1a,"[0.993,0.998]",0.144,0.007,ds.half,S5044.E1.L1,PASS,..
I4141,I4141,"RISE585 (F0593, gr. 81)",tooth,2018,OlaldeNature2018,Context: Archaeological - Period,4250,289,2800-1800 BCE,..,Czech_EBA_Unetice,Moravská Nová Ves,Czech Republic,48.801944,17.023333,Repulldown on 3.2M snpset,1240K,1,0.323,288211,153426,M,n/a (no relatives detected),..,..,658,U4c1a,"[0.998,1.000]",0.067,0.447,ds.half,S5043.E1.L1,PASS,..
I7958,I7958,PRH5_21 (Mala Ohrada grave 21),petrous,2021,PattersonNature2021,"Context: Date(s) from same site (I13469, I13467)",3950,87,2150-1850 BCE,..,Czech_EBA_Unetice,"Central Bohemia, Prague 5, Prague-Stodůlky (Malá Ohrada site)",Czech Republic,50.044984,14.339296,Repulldown on 3.2M snpset,1240K,1,5.222346,859539,470029,F,"Czech Republic, Prague 5 - Mala Ohrada Family C (2 members) (I7958-I16110 have a sibling relationship)",n/a (female),n/a (female),218,I4a,"[0.991,0.999]",0.076,0.01,ds.half,S7958.E1.L1,PASS,..
I7959,I7959,PRH5_27 (Mala Ohrada grave 27),petrous,2021,PattersonNature2021,"Context: Date(s) from same site (I13469, I13467)",3950,87,2150-1850 BCE,..,Czech_EBA_Unetice,"Central Bohemia, Prague 5, Prague-Stodůlky (Malá Ohrada site)",Czech Republic,50.044984,14.339296,Repulldown on 3.2M snpset,1240K,1,4.398144,847110,461254,M,n/a (no relatives detected),..,..,157,K2b2,"[0.994,1.000]",0.083,0.419,ds.half,S7959.E1.L1,PASS,..
I7960,I7960,PRH5_31 (Mala Ohrada grave 31),petrous,2021,PattersonNature2021,"Context: Date(s) from same site (I13469, I13467)",3950,87,2150-1850 BCE,..,Czech_EBA_Unetice,"Central Bohemia, Prague 5, Prague-Stodůlky (Malá Ohrada site)",Czech Republic,50.044984,14.339296,Repulldown on 3.2M snpset,1240K,1,3.556929,849182,461240,M,"Czech Republic, Prague 5 - Mala Ohrada Family A (2 members) (I7960-I15642 have a 2d or 3d relationship)",..,..,99,U2e2a1a2,"[0.986,0.995]",0.112,0.418,ds.half,S7960.E1.L1,PASS,..
I7962,I7962,PRH5_35 (Mala Ohrada grave 35),petrous,2021,PattersonNature2021,"Context: Date(s) from same site (I13469, I13467)",3950,87,2150-1850 BCE,..,Czech_EBA_Unetice,"Central Bohemia, Prague 5, Prague-Stodůlky (Malá Ohrada site)",Czech Republic,50.044984,14.339296,Repulldown on 3.2M snpset,1240K,1,3.516442,883100,477673,M,n/a (no relatives detected),..,..,155,T2e,"[0.996,1.000]",0.082,0.417,ds.half,S7962.E1.L1,PASS,..
I7963,I7963,PRH5_37 (Mala Ohrada grave 37),petrous,2021,PattersonNature2021,"Context: Date(s) from same site (I13469, I13467)",3950,87,2150-1850 BCE,..,Czech_EBA_Unetice,"Central Bohemia, Prague 5, Prague-Stodůlky (Malá Ohrada site)",Czech Republic,50.044984,14.339296,Repulldown on 3.2M snpset,1240K,1,3.980523,865878,472859,M,n/a (no relatives detected),..,..,177,U2e2,"[0.997,1.000]",0.081,0.419,ds.half,S7963.E1.L1,PASS,..
I7964,I7964,"PRH5_9B (Mala Ohrada grave 9 B) | 1763 (9, 38756, First individual (A))",petrous,2021,PattersonNature2021,"Context: Date(s) from same site (I13469, I13467)",3950,87,2150-1850 BCE,..,Czech_EBA_Unetice,"Central Bohemia, Prague 5, Prague-Stodůlky (Malá Ohrada site)",Czech Republic,50.044984,14.339296,Repulldown on 3.2M snpset,1240K,2,4.085937,915183,493787,F,n/a (no relatives detected),n/a (female),n/a (female),..,U5a2c,..,..,0.008,"ds.half,ss.half","S7964.E1.L1,S15645.Y1.E1.L1",PASS,mtmatchmax=0.986-0.978
I11160,I11160,"6 (Gr. 1, inv. 16050)",petrous,2021,PattersonNature2021,Context: Archaeological - Period,3850,173,2200-1600 BCE,..,Czech_EBA_Unetice_brother.I14185,"Central Bohemia, Prague 5, Prague-Jinonice (Holmanʼs Garden Centre)",Czech Republic,50.054385,14.363387,Repulldown on 3.2M snpset,1240K,1,2.556702,696265,374138,M,"Czech Republic, Prague 5, Jinonice Family B (2 members) (I11160-I14185 have a siblings relationship [brothers])",..,..,..,K1,"[0.988,0.996]",0.118,0.437,ds.half,S11160.Y1.E1.L1,PASS,..
I14188,I14188,"1179 (28 A, 16054, sacek 377, prirust c. P7p-4/95)",petrous,2021,PattersonNature2021,Context: Archaeological - Period,3850,173,2200-1600 BCE,..,Czech_EBA_Unetice_brother.I14585,"Central Bohemia, Prague 5, Prague-Jinonice (Holmanʼs Garden Centre)",Czech Republic,50.054385,14.363387,Repulldown on 3.2M snpset,1240K,1,0.525681,408565,224722,M,"Czech Republic, Prague 5, Jinonice Family E (2 members) (I14188-I14585 have a sibling relationship)",..,..,251.1,K1a1b2a,"[0.994,1.000]",0.026,0.403,ds.half,S14188.Y1.E1.L1,PASS,damage.ds.half=0.026
